,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
493,CHA,K.J. Simpson,25,G,"6' 2""",190,--,22,2002-08-08,"Panorama City, California"
494,CHA,Nick Smith Jr.,8,G,"6' 3""",185,"$2,587,200",20,2004-04-18,"Jacksonville, Arkansas"
495,CHA,Duane Washington Jr.,98,PG,"6' 2""",197,"$2,162,607",24,1964-08-31,"Eschwege, Germany"
496,CHA,Grant Williams,2,PF,"6' 6""",235,"$13,025,250",25,1998-11-30,"Houston, Texas"
497,CHA,Mark Williams,5,C,"7' 0""",260,"$4,094,280",22,2001-12-16,"Norfolk, Virginia"
498,MIA,Bam Adebayo,13,C,"6' 9""",255,"$34,848,340",26,1997-07-18,"Newark, New Jersey"
499,MIA,Thomas Bryant,31,C,"6' 10""",248,"$2,087,519",26,1997-07-31,"Rochester, New York"
500,MIA,Alec Burks,18,SG,"6' 5""",214,"$2,087,519",32,1991-07-20,"Grandview, Missouri"
501,MIA,Jimmy Butler,22,SF,"6' 7""",230,"$48,798,677",34,1989-09-14,"Houston, Texas"
502,MIA,Josh Christopher,8,SG,"6' 4""",215,--,22,2001-12-08,"Carson, California"
503,MIA,Tyler Herro,14,PG,"6' 5""",195,"$29,000,000",24,2000-01-20,"Milwaukee, Wisconsin"
504,MIA,Haywood Highsmith,24,F,"6' 5""",220,"$5,200,000",27,1996-12-09,"Baltimore, Maryland"
505,MIA,Jaime Jaquez Jr.,11,G,"6' 6""",225,"$3,685,800",23,2001-02-18,"Irvine, California"
506,MIA,Keshad Johnson,16,F,"6' 6""",225,--,23,2001-06-23,"Oakland, California"
507,MIA,Nikola Jovic,5,F,"6' 10""",205,"$2,464,200",21,2003-06-09,"Leicester, United Kingdom"
508,MIA,Pelle Larsson,9,G,"6' 6""",215,"$1,157,143",23,2001-02-23,"Stockholm, Sweden"
509,MIA,Nassir Little,25,SF,"6' 6""",220,"$6,750,000",24,2000-02-11,"Pensacola, Florida"
510,MIA,Kevin Love,42,PF,"6' 8""",251,"$3,850,000",35,1988-09-07,"Santa Monica, California"
511,MIA,Zyon Pullin,17,G,"6' 4""",205,--,23,2001-03-03,"Pleasant Hill, California"
512,MIA,Josh Richardson,0,SG,"6' 5""",200,"$3,051,153",30,1993-09-15,"Edmond, Oklahoma"
513,MIA,Duncan Robinson,55,F,"6' 7""",215,"$19,406,000",30,1994-04-22,"York, Maine"
514,MIA,Terry Rozier,2,SG,"6' 1""",190,"$24,924,126",30,1994-03-17,"Youngstown, Ohio"
515,MIA,Dru Smith,12,G,"6' 2""",203,--,26,1997-12-30,"Evansville, Indiana"
516,MIA,Isaiah Stevens,50,G,"6' 0""",185,--,23,2000-11-01,"Allen, Texas"
517,MIA,Kel'el Ware,7,C,"7' 0""",240,"$4,231,800",20,2004-04-20,"North Little Rock, Arkansas"
518,MIA,Warren Washington,--,C,"7' 0""",225,--,24,2000-03-03,"Phoenix, Arizona"
519,ORL,Cole Anthony,50,PG,"6' 3""",198,"$12,900,000",24,2000-05-15,"Portland, Oregon"
520,ORL,Paolo Banchero,5,PF,"6' 10""",250,"$12,160,800",21,2002-11-12,"Seattle, Washington"
521,ORL,Goga Bitadze,35,C,"6' 11""",235,"$9,057,971",24,1999-07-20,"Sagarejo, Georgia"
522,ORL,Anthony Black,0,G,"6' 7""",212,"$7,607,760",20,2004-01-20,"Duncanville, Texas"
523,ORL,Kentavious Caldwell-Pope,3,SG,"6' 5""",204,"$22,757,000",31,1993-02-18,"Thomaston, Georgia"
524,ORL,Wendell Carter Jr.,34,C,"6' 10""",262,"$11,950,000",25,1999-04-16,"Atlanta, Georgia"
525,ORL,Jarrett Culver,24,G,"6' 6""",195,--,25,1999-02-20,"Dallas, Texas"
526,ORL,Tristan da Silva,23,F,"6' 8""",217,"$3,628,440",23,2001-05-15,"Munich, Germany"
527,ORL,Gary Harris,14,SG,"6' 4""",205,"$6,730,769",29,1994-09-14,"Fishers, Indiana"
528,ORL,Caleb Houstan,2,G,"6' 8""",235,"$2,019,693",21,2003-01-09,"Mississauga, Ontario"
529,ORL,Jett Howard,13,G,"6' 8""",215,"$5,278,320",20,2003-09-14,"Chicago, Illinois"
530,ORL,Jonathan Isaac,1,PF,"6' 10""",240,"$25,000,000",26,1997-10-03,"The Bronx, New York"
531,ORL,Cory Joseph,10,PG,"6' 3""",200,"$3,303,771",33,1991-08-20,"Toronto, Ontario"
532,ORL,Mac McClung,8,G,"6' 2""",185,--,25,1999-01-06,"Gate City, Virginia"
533,ORL,Alex Morales,11,G,"6' 6""",180,--,26,1997-11-21,"Paterson, New Jersey"
534,ORL,Trevelin Queen,12,SG,"6' 6""",190,--,27,1997-02-25,"Baltimore, Maryland"
535,ORL,Jalen Slawson,18,F,"6' 7""",215,--,24,1999-10-22,"Summerville, South Carolina"
536,ORL,Jalen Suggs,4,SG,"6' 5""",205,"$9,188,385",23,2001-06-03,"St. Paul, Minnesota"
537,ORL,Ethan Thompson,55,G,"6' 5""",195,--,25,1999-05-04,"Harbor City, California"
538,ORL,Franz Wagner,22,SF,"6' 10""",230,"$7,007,092",22,2001-08-27,"Berlin, Germany"
539,ORL,Moritz Wagner,21,C,"6' 11""",250,"$11,000,000",27,1997-04-26,"Berlin, Germany"
540,WSH,Marvin Bagley III,35,PF,"6' 11""",235,"$12,500,000",25,1999-03-14,"Tempe, Arizona"
541,WSH,Patrick Baldwin Jr.,7,F,"6' 9""",220,"$2,448,840",21,2002-11-18,"Green Bay, Wisconsin"
542,WSH,Saddiq Bey,41,SF,"6' 8""",215,"$6,440,678",25,1999-04-09,"Charlotte, North Carolina"
543,WSH,Malcolm Brogdon,11,PG,"6' 5""",228,"$22,500,000",31,1992-12-11,"Atlanta, Georgia"
544,WSH,Jared Butler,4,SG,"6' 3""",193,"$2,196,970",23,2000-08-25,"Reserve, Louisiana"
545,WSH,John Butler Jr.,19,F,"7' 0""",175,--,21,2002-12-04,"Greenville, South Carolina"
546,WSH,Bub Carrington,8,G,"6' 4""",195,"$4,454,880",18,2005-07-21,"Baltimore, Maryland"
547,WSH,Justin Champagnie,9,SF,"6' 6""",206,--,23,2001-06-29,"Brooklyn, New York"
548,WSH,Bilal Coulibaly,0,SG,"6' 8""",195,"$6,945,240",19,2004-07-26,"Saint-Cloud, France"
549,WSH,Johnny Davis,1,G,"6' 5""",195,"$5,291,160",68,1955-10-21,"Detroit, Michigan"
550,WSH,Taylor Funk,21,F,"6' 8""",230,--,26,1997-11-09,"Lancaster, Pennsylvania"
551,WSH,Kyshawn George,18,F,"6' 7""",209,"$2,825,520",20,2003-12-12,"Aigle, Switzerland"
552,WSH,Anthony Gill,16,PF,"6' 8""",230,"$2,237,691",31,1992-10-17,"High Point, North Carolina"
553,WSH,Mouhamadou Gueye,16,F,"6' 9""",210,--,25,1998-07-06,"Staten Island, New York"
554,WSH,Richaun Holmes,22,F,"6' 10""",240,"$12,648,321",30,1993-10-15,"Lockport, Illinois"
555,WSH,Corey Kispert,24,SF,"6' 7""",220,"$5,705,888",25,1999-03-03,"Edmonds, Washington"
556,WSH,Kyle Kuzma,33,SF,"6' 10""",220,"$23,522,727",28,1995-07-24,"Flint, Michigan"
557,WSH,Jordan Poole,13,SG,"6' 4""",194,"$29,651,786",25,1999-06-19,"Milwaukee, Wisconsin"
558,WSH,Alex Sarr,12,PF,"7' 0""",224,"$11,245,680",19,2005-04-26,"Bordeaux, France"
559,WSH,Jonas Valanciunas,17,C,"7' 0""",270,"$9,900,000",32,1992-05-06,"Utena, Lithuania"
560,WSH,Tristan Vukcevic,00,PF,"7' 0""",225,"$2,424,892",21,2003-03-11,"Siena, Italy"
