,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
33,FA,Moussa Diabate,--,PF,"6' 11""",210,--,22,2002-01-21,"Paris, France"
34,FA,Jay Huff,--,C,"7' 1""",240,--,25,1998-08-25,"Durham, North Carolina"
35,FA,Saben Lee,--,PG,"6' 2""",183,--,25,1999-06-23,"St. Louis, Missouri"
36,FA,Amari Bailey,--,PG,"6' 5""",185,--,20,2004-02-17,"New Orleans, Louisiana"
37,FA,Adama Sanogo,--,PF,"6' 9""",245,--,22,2002-02-12,"Bamako, Mali"
38,FA,J.D. Davison,--,PG,"6' 1""",195,--,21,2002-10-03,"Montgomery, Alabama"
39,FA,Keyontae Johnson,--,SF,"6' 5""",230,--,24,2000-05-24,"Norfolk, Virginia"
40,FA,Emoni Bates,--,SG,"6' 10""",170,--,20,2004-01-28,"Ann Arbor, Michigan"
41,FA,Seth Lundy,--,SG,"6' 6""",220,--,24,2000-04-02,"Paulsboro, New Jersey"
42,FA,Isaiah Mobley,--,PF,"6' 8""",240,--,23,1999-09-24,"San Diego, California"
43,FA,Colin Castleton,--,PF,"6' 11""",250,--,24,2000-05-25,"Pembroke Pines, Florida"
44,FA,Oscar Tshiebwe,--,PF,"6' 9""",260,--,24,1999-11-27,"Lubumbashi, Democratic Republic of the Congo"
45,FA,Isaiah Wong,--,PG,"6' 4""",184,--,23,2001-01-28,"Piscataway, New Jersey"
46,FA,Jalen Slawson,--,PF,"6' 7""",215,--,24,1999-10-22,"Summerville, South Carolina"
47,FA,Jared Rhoden,--,SG,"6' 6""",210,--,24,1999-08-27,"Baldwin, New York"
48,FA,Terquavion Smith,--,SG,"6' 4""",165,--,21,2002-12-31,"Greenville, North Carolina"
49,FA,Dereon Seabron,--,SG,"6' 7""",180,--,24,2000-05-26,"Norfolk, Virginia"
50,FA,Micah Potter,--,C,"6' 10""",248,--,26,1998-04-06,"Mentor, Ohio"
51,FA,Kevon Harris,--,SG,"6' 5""",216,--,27,1997-06-24,"Ellenwood, Georgia"
52,FA,Malik Williams,--,C,"6' 11""",250,--,25,1998-08-26,"Fort Wayne, Indiana"
53,FA,Jacob Toppin,--,SF,"6' 9""",205,--,24,2000-05-08,"Ossining, New York"
54,FA,Pete Nance,--,PF,"6' 11""",230,--,24,2000-02-19,"Akron, Ohio"
55,FA,Ashton Hagans,--,PG,"6' 3""",190,--,24,1999-07-08,"Cartersville, Georgia"
56,FA,Kai Jones,--,PF,"6' 11""",218,--,23,2001-01-19,"Nassau, Bahamas"
57,FA,Jordan Goodwin,--,PG,"6' 3""",200,--,25,1998-10-23,"Centreville, Illinois"
58,FA,Usman Garuba,--,PF,"6' 8""",220,--,22,2002-03-09,"Azuqueca de Henares, Spain"
59,FA,Isaiah Thomas,--,PG,"5' 9""",185,--,35,1989-02-07,"Tacoma, Washington"
60,FA,Javonte Green,--,SG,"6' 4""",205,--,30,1993-07-23,"Petersburg, Virginia"
61,FA,Marcus Morris Sr.,--,SF,"6' 8""",218,--,34,1989-09-02,"Philadelphia, Pennsylvania"
62,FA,T.J. Warren,--,SF,"6' 8""",220,--,30,1993-09-05,"Durham, North Carolina"
63,FA,Dominick Barlow,--,PF,"6' 9""",221,--,21,2003-05-26,"Hackensack, New Jersey"
64,FA,Lester Quinones,--,SG,"6' 5""",208,--,23,2000-11-16,"Brentwood, New York"
65,FA,Taj Gibson,--,C,"6' 9""",232,--,39,1985-06-24,"Brooklyn, New York"
66,FA,Shake Milton,--,SG,"6' 5""",205,--,27,1996-09-26,"Owasso, Oklahoma"
67,FA,Trent Forrest,--,PG,"6' 4""",210,--,26,1998-06-12,"Dothan, Alabama"
68,FA,Patty Mills,--,PG,"6' 2""",180,--,35,1988-08-11,"Canberra, Australia"
69,FA,Mike Muscala,--,C,"6' 10""",240,--,33,1991-07-01,"St. Louis Park, Minnesota"
70,FA,Thaddeus Young,--,PF,"6' 8""",235,--,36,1988-06-21,"New Orleans, Louisiana"
71,FA,Danilo Gallinari,--,PF,"6' 10""",233,--,35,1988-08-08,"Sant'Angelo Lodigiano, Italy"
72,FA,Jeff Dowtin,--,PG,"6' 3""",185,--,27,1997-05-10,"Upper Marlboro, Maryland"
73,FA,Bismack Biyombo,--,C,"6' 8""",255,--,31,1992-08-28,"Lubumbashi, Democratic Republic of the Congo"
74,FA,James Johnson,--,PF,"6' 7""",240,--,37,1987-02-20,"Cheyenne, Wyoming"
75,FA,Luka Samanic,--,PF,"6' 10""",227,--,24,2000-01-09,"Zagreb, Croatia"
76,FA,Admiral Schofield,--,SF,"6' 5""",241,--,27,1997-03-30,"London, United Kingdom"
77,FA,Haywood Highsmith,--,F,"6' 7""",220,--,27,1996-12-09,"Baltimore, Maryland"
78,FA,Stanley Umude,--,G,"6' 6""",210,--,25,1999-04-12,"Portland, Oregon"
79,FA,DaQuan Jeffries,--,SG,"6' 5""",230,--,27,1997-08-30,"Edmond, Oklahoma"
80,FA,Chimezie Metu,--,C,"6' 9""",225,--,27,1997-03-22,"Los Angeles, California"
81,FA,Brandon Boston Jr,--,SG,"6' 7""",185,--,22,2001-11-28,"Norcross, Georgia"
82,FA,Kenyon Martin Jr.,--,SF,"6' 9""",234,--,23,1977-12-30,"Saginaw, Michigan"
83,FA,Spencer Dinwiddie,--,PG,"6' 5""",215,--,31,1993-04-06,"Los Angeles, California"
84,FA,JT Thor,--,PF,"6' 10""",205,--,21,2002-08-26,"Omaha, Nebraska"
85,FA,Kessler Edwards,--,SF,"6' 8""",215,--,23,2000-08-09,"Glendale, California"
86,FA,Kendall Brown,--,SF,"6' 8""",205,--,21,2003-05-11,"St. Paul, Minnesota"
87,FA,Anthony Gill,--,PF,"6' 7""",230,--,31,1992-10-17,"High Point, North Carolina"
88,FA,Trendon Watford,--,PF,"6' 9""",240,--,23,2000-11-09,"Birmingham, Alabama"
89,FA,Sandro Mamukelashvili,--,C,"6' 11""",240,--,25,1999-05-23,"New York, New York"
90,FA,Lamar Stevens,--,SF,"6' 6""",230,--,26,1997-07-09,"Philadelphia, Pennsylvania"
91,FA,Jordan McLaughlin,--,PG,"6' 0""",185,--,28,1996-04-09,"Etiwanda, California"
92,FA,Moses Brown,--,C,"7' 2""",245,--,24,1999-10-13,"New York, New York"
93,FA,Vlatko Cancar,--,PF,"6' 8""",236,--,27,1997-04-10,"Koper, Slovenia"
94,FA,Oshae Brissett,--,SF,"6' 7""",210,--,26,1998-06-20,"Toronto, Ontario"
95,FA,Svi Mykhailiuk,--,SG,"6' 7""",205,--,27,1997-06-10,"Cherkasy, Ukraine"
96,FA,Thanasis Antetokounmpo,--,SF,"6' 7""",219,--,31,1992-07-18,"Athens, Greece"
97,FA,Lonnie Walker IV,--,SG,"6' 4""",204,--,25,1998-12-14,"Reading, Pennsylvania"
98,FA,Damian Jones,--,C,"6' 11""",245,--,29,1995-06-30,"Baton Rouge, Louisiana"
99,FA,Yuta Watanabe,--,SF,"6' 9""",215,--,29,1994-10-13,"Yokohama, Japan"
100,FA,Malachi Flynn,--,PG,"6' 1""",175,--,26,1998-05-10,"Tacoma, Washington"
101,FA,Dennis Smith Jr.,--,PG,"6' 2""",205,--,26,1997-11-25,"Fayetteville, North Carolina"
102,FA,Udoka Azubuike,--,C,"6' 10""",280,--,24,1999-09-17,"Lagos, Nigeria"
103,FA,Thomas Bryant,--,C,"6' 10""",248,--,26,1997-07-31,"Rochester, New York"
104,FA,Dario Saric,--,PF,"6' 10""",225,--,30,1994-04-08,"Sibenik, Croatia"
105,FA,Omer Yurtseven,--,C,"7' 0""",264,--,26,1998-06-19,"Istanbul, Turkey"
106,FA,Josh Okogie,--,SG,"6' 4""",213,--,25,1998-09-01,"Lagos, Nigeria"
107,FA,Cameron Payne,--,PG,"6' 3""",183,--,29,1994-08-08,"Memphis, Tennessee"
108,FA,Boban Marjanovic,--,C,"7' 4""",290,--,35,1988-08-15,"Zajecar, Serbia"
109,FA,Jordan Nwora,--,SF,"6' 8""",225,--,25,1998-09-09,"Buffalo, New York"
110,FA,Simone Fontecchio,--,SF,"6' 8""",209,--,28,1995-12-09,"Pescara, Italy"
111,FA,Precious Achiuwa,--,PF,"6' 8""",225,--,24,1999-09-19,"Port Harcourt, Nigeria"
112,FA,Reggie Bullock,--,SF,"6' 6""",205,--,33,1991-03-16,"Baltimore, Maryland"
113,FA,Markieff Morris,--,PF,"6' 9""",245,--,34,1989-09-02,"Philadelphia, Pennsylvania"
114,FA,Tristan Thompson,--,C,"6' 9""",254,--,33,1991-03-13,"Toronto, Ontario"
115,FA,JaVale McGee,--,C,"7' 0""",270,--,36,1988-01-19,"Flint, Michigan"
116,FA,Wesley Matthews,--,SG,"6' 5""",220,--,37,1986-10-14,"San Antonio, Texas"
117,FA,Justin Holiday,--,SG,"6' 6""",180,--,35,1989-04-05,"Mission Hills, California"
118,FA,Cody Zeller,--,C,"6' 11""",240,--,31,1992-10-05,"Washington, Indiana"
119,FA,Cedi Osman,--,SF,"6' 7""",230,--,29,1995-04-08,"Ohrid, North Macedonia"
120,FA,Gordon Hayward,--,SF,"6' 7""",225,--,34,1990-03-23,"Indianapolis, Indiana"
121,FA,Kyle Lowry,--,PG,"6' 0""",196,--,38,1986-03-25,"Philadelphia, Pennsylvania"
122,FA,DeMar DeRozan,--,SF,"6' 6""",220,--,34,1989-08-07,"Compton, California"
123,FA,Buddy Hield,--,SG,"6' 4""",220,--,31,1992-12-17,"Freeport, Bahamas"
124,FA,Evan Fournier,--,SG,"6' 6""",205,--,31,1992-10-29,"Saint-Maurice, France"
125,FA,Gary Trent Jr.,--,SG,"6' 8""",250,--,25,1974-09-22,"Columbus, Ohio"
126,FA,Markelle Fultz,--,PG,"6' 4""",209,--,26,1998-05-29,"Upper Marlboro, Maryland"
127,FA,Malik Beasley,--,SG,"6' 4""",187,--,27,1996-11-26,"Atlanta, Georgia"
128,FA,Tyus Jones,--,PG,"6' 1""",196,--,28,1996-05-10,"Burnsville, Minnesota"
129,FA,Luke Kennard,--,SG,"6' 5""",206,--,28,1996-06-24,"Middletown, Ohio"
130,FA,Doug McDermott,--,SF,"6' 6""",225,--,32,1992-01-03,"Grand Forks, North Dakota"
131,FA,Robert Covington,--,PF,"6' 7""",209,--,33,1990-12-14,"Bellwood, Illinois"
132,FA,Richaun Holmes,--,C,"6' 10""",235,--,30,1993-10-15,"Lockport, Illinois"
133,FA,Joe Ingles,--,SF,"6' 9""",220,--,36,1987-10-02,"Adelaide, Australia"
134,FA,Talen Horton-Tucker,--,SG,"6' 4""",234,--,23,2000-11-25,"Chicago, Illinois"
135,FA,Alec Burks,--,SG,"6' 6""",214,--,32,1991-07-20,"Grandview, Missouri"
136,FA,Miles Bridges,--,SF,"6' 7""",225,--,26,1998-03-21,"Flint, Michigan"
137,FA,Isaac Okoro,--,SG,"6' 5""",225,--,23,2001-01-26,"Atlanta, Georgia"
138,FA,Daniel Theis,--,C,"6' 8""",245,--,32,1992-04-04,"Salzgitter, Germany"
139,FA,Caleb Martin,--,SF,"6' 5""",205,--,28,1995-09-28,"Winston-Salem, North Carolina"
140,FA,Taurean Prince,--,PF,"6' 6""",218,--,30,1994-03-22,"San Marcos, Texas"
141,FA,Kira Lewis Jr.,--,PG,"6' 1""",170,--,23,2001-04-06,"Meridianville, Alabama"
142,FA,Seth Curry,--,SG,"6' 1""",185,--,33,1990-08-23,"Charlotte, North Carolina"
143,FA,Chuma Okeke,--,PF,"6' 6""",229,--,25,1998-08-18,"Atlanta, Georgia"
144,FA,Saddiq Bey,--,SF,"6' 7""",215,--,25,1999-04-09,"Charlotte, North Carolina"
145,FA,Patrick Beverley,--,PG,"6' 2""",180,--,35,1988-07-12,"Chicago, Illinois"
146,FA,Jae Crowder,--,SF,"6' 6""",235,--,33,1990-07-06,"Villa Rica, Georgia"
